text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
但是app和官网都无法补登,补登积分,39,补登积分,办理网站业务
帮我查询一下，嗯购票，不是，我查，应该给我整忘了，那个发发，,验证电子客票,12,预订客票,预订客票
为什么，最近航班取消，这么多，,办理客票改期,2,办理客票改期,查询航班动态
你好我要查一下那个儿童订票订好预订航班，,验证电子客票,12,预订客票,预订客票或兑换积分
帮我接人工我要买国内机票，,预订客票,4,预订客票,人工服务
我刚量了一下，这次我有一张机票是退票了，我只想确认一下退成功吗，因为我建议的飞机上面还看到他那，凌晨在上面，,验证电子客票,12,办理航班退票,办理航班退票
嗯我需我需要申请一下那个服务券，,办理服务犬,82,办理服务犬,办理轮椅旅客
你那个是你公公啊，有没有人啊，是真的啊，是那个，干嘛，我先问一下你，不是啊，现在不是呃，中国，不是东航，不是说了吗，呃就是现在从3月29号到5月2号，是每周一班，对不对啊，然后呢，呃，三月5月3号以后，我我现在的票是呃订的机票能能有什么变化吗？,查询航班动态,11,人工服务,办理客票改期
APP查不到,办理网站业务,23,办理网站业务,查询航班动态
可以托运货物托运，,咨询货运相关问题,47,咨询托运及非托运行李规定,咨询托运及非托运行李规定
请问在网上能订婴儿票吗？,预订客票,4,预订客票,预订客票或兑换积分
这个航班，汗，潘婷那个取消，我，我需要咨询客服，,人工服务,13,办理客票改期,办理客票改期
我下午要求寄行程单的，要求上面写个人,查询行程单邮寄进度,17,申请及查询电子发票,申请及查询电子发票
航班信息查不到，,验证电子客票,12,查询航班动态或预订客票,查询航班动态
嗯我需要更改我的那个机票，,办理客票改期,2,办理客票改期,修改客票或会员信息汇总
我想请问一下7月22号MU2374这个航班飞成都的，还有没有，无陪儿童的那个位置，,办理无成人陪伴儿童,18,办理无成人陪伴儿童,办理值机选座
不是之前订面机场情况，,咨询新冠肺炎防控要求,0,咨询新冠肺炎防控要求,查询航班动态
什么时候能开退票费？,申请及查询电子发票,40,申请及查询电子发票,办理航班退票
我要买一张机票，孩子自己走的那种，,办理无成人陪伴儿童,18,办理无成人陪伴儿童,预订客票
嗯对这是我女儿在国外，要宅家，现在就是退朝的那个嗯机票那个那个那个那个机票，,办理航班退票,3,办理航班退票,预订客票
我想办理esa,办理服务犬,82,办理值机选座,办理值机选座
那个超重怎么收费的，做乘坐飞机，,咨询新冠肺炎防控要求,0,办理航班退票,办理航班退票
我要咨询一下航班信息，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
麻烦你查一下明天去乌鲁木齐的飞机，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
更改航班，人工服务，,办理客票改期,2,办理客票改期,人工服务
喂你好我需要开一张那个发票用于报销机票的发票用于报销，请问要怎么操作呢，,申请及查询电子发票,40,配送行程单,配送行程单
就是，我给我给别人买了一个飞机票，他这个是要需要报销凭证凭证上呢，点，有三位的名头是吧，还有纳税人的识别，账号这些但是他现在说的开的这个发票，是个人名头，那我没办法回去报销啊，,申请及查询电子发票,40,申请及查询电子发票,配送行程单
嗯我收到简讯叫我打过来却确认我的机票，,办理值机选座,22,验证电子客票,验证电子客票
我想问一下，去西安最早的航班是几点，,预订客票或兑换积分,21,查询航班动态或预订客票,查询航班动态或预订客票
看一下我今天改签的航班号给我发过来这个短信可以吗？,办理客票改期,2,验证电子客票,验证电子客票
啊你好麻烦查一下我的卡的类别，,查询会员等级,88,查询会员卡卡号,查询会员卡卡号
唉你好那个我想问一下换票帮我看一下好吗,兑换积分,41,兑换积分,办理客票改期
我机票已经改过了现在我想退要不你换个的嘞，,办理航班退票,3,办理航班退票,办理客票改期
嗯我要转国内机票预订，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我，机票的乘机人信息错误，错了，,修改客票证件,44,修改客票或会员信息汇总,修改客票或会员信息汇总
请问乘机需要开，特殊旅客乘机申请书还有风险告知确认书，这两份，,特殊服务汇总,85,特殊服务汇总,咨询新冠肺炎防控要求
航班取消了钱有没有退给我,办理航班退票,3,查询机票退款进度,查询机票退款进度
名字出现错误了，已经购买购买完机票了，,修改客票姓名,27,修改客票姓名,修改客票或会员信息汇总
我3月1日订的，国际航班，烟台至首尔的现在，我想走，,办理客票改期,2,办理客票改期,查询航班动态
飞机禁带些怎么,咨询特殊物品运输规定,8,咨询特殊物品运输规定,查询航班动态
咨询一下呃买票的信息，,预订客票,4,预订客票,验证电子客票
"我在网站上打的那个行程单,钱都给了,什么时候发过来",查询行程单邮寄进度,17,查询行程单邮寄进度,申请及查询电子发票
就查一下我的机票改改到29号，,办理客票改期,2,办理客票改期,验证电子客票
我要看有没有母婴票，,预订客票,4,预订客票,验证电子客票
国内机票公务票预订，,预订客票或兑换积分,21,预订客票,预订客票
我有一张，open票，,关联客票,90,办理客票改期,办理客票改期
我现在用积分再买机票机票但是呢，我钱包被冻结了，我请问一下怎么能怎么才能买到机票呢，,咨询东航钱包问题,71,兑换积分,兑换积分
嗯我想更改一下我的账号上面的一个姓名，,修改客票或会员信息汇总,29,修改会员资料,修改会员资料
帮我不登记下机票,补登积分,39,补登积分,办理客票改期
我购买1月29号的机票为什么给我取消了，,办理客票改期,2,办理客票改期,查询航班动态
南京到昆明的机机票晚点，,办理客票改期,2,办理客票改期,查询航班动态
不用信用卡，国际航班的机票，,咨询银行联名卡业务,38,咨询银行联名卡业务,兑换积分
查询孩子单独座飞机,办理无成人陪伴儿童,18,办理无成人陪伴儿童,预订客票
嗯我想询问一下明天从长春飞往烟台的航班情况，,查询航班动态或预订客票,16,查询航班动态或预订客票,查询航班动态
"因为老人家长途飞机,希望能做靠前一些",办理值机选座,22,办理值机选座,办理高龄老人
我要球，人工服务，我要退票咨询点事情，,办理航班退票,3,人工服务,人工服务
积分修改，嗯不是说错了，,会员服务其他,28,修改会员资料,咨询积分过期问题
嗯我今天在订机票但是你们的网站好像有问题，钱汇不出去，,预订客票或兑换积分,21,预订客票,办理网站业务
你看我这个航班，,查询航班动态,11,办理客票改期,查询航班动态或预订客票
我想问一下北京到温哥华的机票事宜，,验证电子客票,12,预订客票或兑换积分,查询航班动态或预订客票
我问一下那个东西有些东西能不能带上飞机，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
麻烦你帮我看那个，嗯，订单发到我的QQ邮箱，好不好，我是国国际航班，,配送行程单,15,配送行程单,办理网站业务
注册手机号，,注册会员,35,修改会员资料,修改会员资料
可以打这个电话订机票吗？,预订客票,4,预订客票,预订客票或兑换积分
保险理嗯，管内，机票改期，,咨询保险业务,66,办理客票改期,办理客票改期
我我现在是从邯郸这里买机票到上海那里那个要转机到海口，我说我们那里机场现在正常不，,查询航班动态,11,查询航班动态,办理客票改期
呃咨询，里程，,会员服务其他,28,查询积分,查询积分
你好，陈孝志是我的儿子，为什么我一直订的机票，我儿子的，被取消掉了，,查询航班动态,11,办理客票改期,办理客票改期
***但是呢有可能打折，对不对，有可能你这个订，,预订客票或兑换积分,21,预订客票或兑换积分,预订客票
可以使用电子登机牌值机吗？,咨询登机牌问题,25,咨询登机牌问题,办理值机选座
嗯我的东航app账户里面的姓跟名是反的，怎么修改，,修改会员资料,14,修改会员资料,办理网站业务
东方航空二七八三下午十七点三十分的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
哎您好我问一下您网上面有一个经济舱超级经济舱有什么区别,预订客票,4,预订客票,办理客票升舱
嗯我想确认退票信息，,验证电子客票,12,查询机票退款进度,办理航班退票
你好我问一下，2020年6月4号的那个MU552航班还有没有，,预订客票,4,查询航班动态,查询航班动态
更改app账户名称，,修改会员资料,14,修改会员资料,办理网站业务
这张机票是否在退款中，,验证电子客票,12,办理航班退票,查询机票退款进度
我想咨询国际航班，入境问题，,咨询货运相关问题,47,咨询新冠肺炎防控要求,咨询新冠肺炎防控要求
退机订票，,办理航班退票,3,办理航班退票,预订客票或兑换积分
老人坐飞机，嗯，车上插引流袋，是否可以乘坐，,办理患病旅客,81,办理患病旅客,办理高龄老人
我想查询一下，嗯，曼彻斯特飞曼城飞昆明的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
这个航班的话，是每一天，固定起飞的吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
因我查询一下，昆明长水机场，嗯四号十二点飞上海，长安长安，长虹起飞机场的那个，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
我需要转机，一个小时的时间来得及吗？,咨询中转相关问题,5,咨询中转相关问题,咨询乘机时限
没有谢谢，就是说确定航班班次，,办理值机选座,22,验证电子客票,查询航班动态
是哪一期，我查一下登机口，,查询航站楼信息,51,咨询登机口问题,咨询登机口问题
我在二十六号去香港的机票，现在这个情况，香港能进去吗？,查询航班动态,11,验证电子客票,预订客票
我的身份证号码被其他陌生号码绑定注册东方航空会员，,修改会员资料,14,注册会员,注册会员
我刚刚收到那个信息，说你们的那个机票6月29号的机票，又取消了，对不对，,查询航班动态,11,办理客票改期,办理客票改期
嗯嗯，退票费行程单，,申请及查询电子发票,40,申请及查询电子发票,办理航班退票
嗯现在坐飞机需要什么吗？,咨询乘机证件规定,32,咨询乘机证件规定,咨询新冠肺炎防控要求
你好 我刚定的机票 麻烦发个行程确认单到我邮件里,申请及查询电子发票,40,申请及查询电子发票,办理网站业务
我想问一下昨天那个机票啊，就是，我已经改签了改签了，今天我看到这个，嗯他给我寄信信息怎么好像那个改签的那个那个航班，就是明天的，1月16号下午1点20的怎么那个信息怎么，还在上面呢，,办理客票改期,2,办理客票改期,验证电子客票
你好呃我想问一下呃ａｐｐ里面能不能取消，多个客户的，值机服务，,取消值机,36,取消值机,办理客票改期
啊我的机票啊，没有飞机飞不去美国，你不要现在什么时候时间，可以飞的，,办理客票改期,2,办理客票改期,查询航班动态
我想问一下从加拿大到上海九月嗯4月18号那个机票，,验证电子客票,12,验证电子客票,预订客票或兑换积分
就是我已经注册过这个东航的会员，但是我的名字注册错了，,修改会员资料,14,修改会员资料,注册会员
2月9号上午，取消的航班有哪些，,查询航班动态,11,查询航班动态,办理客票改期
这个货物托运，,咨询货运相关问题,47,咨询托运及非托运行李规定,咨询托运及非托运行李规定
嗯我想订飞机票用手机进入那个东方航空怎么也订不了这个票到底是怎么回事，,预订客票,4,预订客票,预订客票或兑换积分
21号申请的事情退票为什么现在还没有把费用退还回来，,办理航班退票,3,查询机票退款进度,查询机票退款进度
五号，可以有，飞机可以回来吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
嗯办理无陪伴儿童的登机手续，,办理值机选座,22,办理无成人陪伴儿童,办理无成人陪伴儿童
转人工台，我要改签机票，,人工服务,13,办理客票改期,办理客票改期
呃确认改期，,验证电子客票,12,办理客票改期,办理客票改期
是的，查，英国希斯罗t2，,查询航站楼信息,51,查询航班动态,查询航班动态
航班取消了，帮我接人工客服，,办理客票改期,2,办理客票改期,人工服务
我这主要是，查查这个票退回来了吗，现在旅行社扣我的钱了，,办理航班退票,3,查询机票退款进度,验证电子客票
我要，请问那个嗯就是现嗯，出行前的健康申明书的情况，想要接人工客服，,申请健康申明,49,申请健康申明,人工服务
能不能帮我查询一下马德里飞西安的机票，,预订客票或验证电子客票,45,预订客票或验证电子客票,预订客票或兑换积分
你好我有一张我一共买了两张票但是有一张票到现在没有退只退给了我一张票，不知道是什么原因,查询机票退款进度,6,办理航班退票,办理航班退票
但我只想退去程,办理航班退票,3,办理航班退票,预订度假产品及酒店
嗯我想问一下，4月4号，菲律宾，能不能飞往上海，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
"我们的飞机延误了,你你们不管他吗",办理客票改期,2,办理客票改期,投诉
诶我想查一下5月13号MU538呃航班上，客票号7812405394327这张票正常吗？,查询航班动态,11,验证电子客票,验证电子客票
查星期天从兰州到成都的呃机票，,预订客票或验证电子客票,45,预订客票或兑换积分,预订客票或兑换积分
中国东方航空买飞机票给一张多少，,预订客票或兑换积分,21,预订客票,预订客票
嗯我想办一下同行人受益人的值机用我的积分可以吗，,办理值机选座,22,兑换积分,咨询受益人问题
请问六月份有票没有,预订客票或兑换积分,21,预订客票,预订客票
您好我想查一下6月5号的兰州到青岛的那趟航班信息，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
我看看我的信息有没有，改签，,办理客票改期,2,办理客票改期,验证电子客票
最近国内机国际机票，,修改客票或会员信息汇总,29,人工服务,预订客票或兑换积分
嗯那个问一下就是我们那个改时间的航班已经改时间了，,查询航班动态,11,办理客票改期,办理客票改期
你好现在一天，期间可以上信阳，可以上飞机吗？,查询航班动态或预订客票,16,查询航班动态或预订客票,咨询新冠肺炎防控要求
嗯，新浪做支架的人可以做，嗯航班吗？,咨询特殊物品运输规定,8,办理患病旅客,咨询新冠肺炎防控要求
我要查询，昆明机场到昭通，机场的票为什么没发给我，,查询航班动态,11,验证电子客票,验证电子客票
您好，我没太记住呀，这个你就说一下我刚刚问的这个，可以还是不可以，,人工服务,13,重复,修改客票或会员信息汇总
西安机场可以取行程单吗,查询机场或营业部信息,24,查询机场或营业部信息,申请及查询电子发票
我问一下那个明天就是明天五点的那个飞青岛的飞机那需要现在什么时候能取消，,办理航班退票,3,办理航班退票,查询航班动态
您字错，转人工，,人工服务,13,人工服务,修改客票或会员信息汇总
我想查一下，西安飞井冈山的飞机什么时候开通，,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
嗯我要那个换票的邮箱，东方航空的换票，邮箱，,办理网站业务,23,配送行程单,配送行程单
孩子的身份证和隔离证明遗失在机场，,查询遗失物品,34,查询遗失物品,咨询乘机证件规定
取消值机后 可以自助退票么?,办理航班退票,3,办理航班退票,取消值机
商城物品，转人工，,查询积分商城,65,查询积分商城,人工服务
嗯机号码就是写留错了号码可以更改吗,修改会员资料,14,修改客票联系方式,修改客票或会员信息汇总
行李托运可不可以带，生肉，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询特殊物品运输规定
但是我就是想知道现在行李去哪里了 你们扫描 或者登机什么的 每个环节不都是有记录吗 为什么查不到,查询遗失物品,34,查询遗失物品,咨询托运及非托运行李规定
"诶你好我这个,加,护照号",修改会员资料,14,修改客票或会员信息汇总,修改客票或会员信息汇总
"别搞柜台单位,呃机票升舱",办理客票升舱,72,办理客票升舱,申请及查询电子发票
办理登机牌，那改，ｏｋａｙｏｋａｙ，哦，这七张啊，我半懂，我就帮你办过改签啊，改期改期改期，期一，啊，,办理值机选座,22,办理客票改期,办理客票改期
退票时间，为何一拖再拖，,查询机票退款进度,6,查询机票退款进度,办理航班退票
你好我收到那个短信航班取消但是我的订单里面没有收到这个信息，请问这个什么情况，,办理客票改期,2,办理客票改期,查询航班动态
我的航班因为呃，去这个一行，安取消了，那个钱是不是自动退回我，,办理客票改期,2,办理航班退票,办理航班退票
你好我这个卡的话，是今年十二月份二十号就该到期换卡了，我想更改一下当时预留的那个，寄卡地址，,修改会员资料,14,修改会员资料,咨询银行联名卡业务
查询2020年6月23号的东航航班,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
不是我是要值机改签，,办理值机选座,22,办理客票改期,办理客票改期
嗯你好我那个信用卡我已经升到银卡了为什么现在他还要显示升级的银卡，,咨询银行联名卡业务,38,咨询银行联名卡业务,查询会员升级或保级
哎呀我这个用他证件号登登不上去，,办理网站业务,23,办理网站业务,咨询乘机证件规定
哎你好我是预订的那个是4月4号下午一点从南京飞南宁的呃飞机，我上面怎么显示什么已取消是什么意思啊，,办理客票改期,2,查询航班动态,查询航班动态
"转人工,第一张机票",预订客票,4,人工服务,人工服务
我那票航空公司给我取消了，,办理航班退票,3,办理客票改期,办理客票改期
嗯查询国际航班的情况，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
嗯你好我需要会员卡，人工服务，,注册会员,35,会员服务其他,人工服务
我订连云港到咸阳的机票，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
飞机托运可以带新鲜的肉吗？,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询托运及非托运行李规定
嗯从芝加哥到上海浦东的机票最近有没有，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
可以在登机时取行程单吗？,配送行程单,15,配送行程单,查询机场或营业部信息
我要确认一下那个儿童坐飞机需要怎么办理那个票的呀，,预订客票,4,咨询乘机证件规定,咨询乘机规定
我昨天把帽子掉在机舱了，能拿得到吗,查询机场或营业部信息,24,查询遗失物品,查询遗失物品
你帮我查一下那个呃，二零二零年，那个，二月二号的那个飞机票我买的那个飞机票不是退票啊它怎么那个钱还没有退过来呢，,办理航班退票,3,查询机票退款进度,查询机票退款进度
嗯一订一张从美国洛杉矶飞昆明长水机场的机票，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我需要发票应该怎么打发票,申请及查询电子发票,40,配送行程单,配送行程单
请问一下呃11月27号从西安出发到上海还有机票吗，,预订客票,4,预订客票,预订客票或兑换积分
喂你好我想查一下，现在有去意大利的机票吗，什么时候有，,预订客票,4,预订客票,预订客票或兑换积分
我有一张，open票怎么办，,关联客票,90,办理客票改期,办理客票改期
呃我想问一下如果说我要更换电话号码联系方式的话我要去哪里更换呢,修改会员资料,14,修改会员资料,修改客票联系方式
我想订4月30号六点半的宁波到大连的飞机，但是我六点到来不来得及，,查询航班动态或预订客票,16,预订客票或兑换积分,修改客票联系方式
需要更改姓名,修改会员资料,14,修改会员资料,修改客票或会员信息汇总
你好我想查询一下那个就是购机的那个就是发票报销发票什么时候邮寄给我们，,查询行程单邮寄进度,17,配送行程单,配送行程单
请问现在有没有从英国伦敦起飞到我们中国成都的机票，,预订客票或兑换积分,21,预订客票,预订客票
查询去机场的时间，,咨询乘机时限,31,咨询乘机时限,查询航班动态
查机票是否改签退换，,验证电子客票,12,办理客票改期,办理客票改期
我从宁波回来的行程单，寄出了吗,申请及查询电子发票,40,查询行程单邮寄进度,查询行程单邮寄进度
你帮我查一下4月4号法兰克福到上海的那个直达飞机的馀票，,预订客票或兑换积分,21,预订客票,预订客票
我想问一下下，七月份，墨尔本飞上海，,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
我想问一下，今天就是晚上十一点到西安的班机会不会延误，延期，,办理客票改期,2,查询航班动态,查询航班动态
啊，大点的话，你是你们东方东方航空公司，支持电子登机牌吗？,办理值机选座,22,咨询登机牌问题,咨询登机牌问题
问一下这个飞机晚点起飞一小时怎么办,办理客票改期,2,办理客票改期,查询航班动态
查询机票，我的票怎么改签了，,验证电子客票,12,办理客票改期,办理客票改期
嗯请帮我查一下，国内到萨格勒布，的航班，,预订客票,4,查询航班动态或预订客票,查询航班动态
航程积分，,会员服务其他,28,会员服务其他,补登积分
喂你好我想查询一下MU570航班从巴黎飞上海的航班,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
"我是本来订好了票,完了之后那个,现在有一个婴儿,我该怎么办呢",预订客票或兑换积分,21,预订客票或兑换积分,办理客票改期
我说我预定的6月6号6月11号下午三点半的航班，这个票怎么，我在南宁这里，办理不了，,办理值机选座,22,办理值机选座,办理客票改期
就是我那个身份证啊买的这个票，有一个字是错的，,修改客票或会员信息汇总,29,修改客票姓名,修改客票姓名
发票预计起飞费，,配送行程单,15,申请及查询电子发票,申请及查询电子发票
我知道一个短信通知说我的机座位变更了我想知道是哪一班航班，,办理客票改期,2,办理客票改期,验证电子客票
我不买机票，我要让你，取消我的会员卡，,会员服务其他,28,注销会员,注销会员
嗯，乌鲁木齐飞机场，现在还需要做窗框吗？,咨询新冠肺炎防控要求,0,咨询新冠肺炎防控要求,查询航班动态
要等多久，退票，嗯嗯，先到账呢，,办理航班退票,3,查询机票退款进度,查询机票退款进度
好的这位乘机人姓名是叫杨勇，九月二十七号宁波飞济南的，他这张客票又改期了是吗？,验证电子客票,12,验证电子客票,办理客票改期
嗯，你们有没有积分回退功能，,兑换积分,41,兑换积分,补登积分
航班是否停飞，,查询航班动态,11,查询航班动态,查询航班动态或预订客票
你麻烦你转人工服务我想订票啊，,预订客票,4,预订客票或兑换积分,人工服务
"需要乘坐,比格,行程单座位,猫咪,单纯那个十八号,做,嗯十九号九号嗯1月17号才可以选,嗯",办理值机选座,22,办理小动物运输,办理小动物运输
呃呃机票咨询，,预订客票或验证电子客票,45,预订客票或验证电子客票,验证电子客票
我要意见反馈，,人工服务,13,投诉,投诉
咨询航空，嗯，近期的呃航空票，从美国到中国国内的航空，嗯信息，,预订客票或兑换积分,21,查询航班动态或预订客票,预订客票
你帮我查询一下我的订单，10月7号的上海飞往济南的机票有没有退票成功，,验证电子客票,12,办理航班退票,办理航班退票
嗯用护照能不能在手机上订票，,预订客票或兑换积分,21,预订客票或兑换积分,咨询乘机证件规定
我们十一个人团，准备嗯，二十二号坐飞机去大连，,办理团队业务,61,办理团队业务,咨询乘机规定
我想订去国际的飞机票，,预订客票,4,预订客票,预订客票或兑换积分
嗯，己机，,办理值机选座,22,办理客票改期,查询航班动态
嗯买过机票了，咨询一下相关的，,修改客票或会员信息汇总,29,验证电子客票,验证电子客票
意思就是说我这个机票，存，证件这个人买成功了没有，,验证电子客票,12,验证电子客票,咨询乘机证件规定
我家的那个航班没有取消为什么要取消我们的那个机票，,办理客票改期,2,办理客票改期,办理航班退票
带婴儿做飞机需要带什么东西，,咨询乘机证件规定,32,咨询乘机证件规定,咨询特殊物品运输规定
你好我昨天订了一张机票那是因为你们航空公司的原因这班航空取消了那为什么还要收我四十块钱的保险费呢，,办理航班退票,3,咨询保险业务,咨询保险业务
怎么取消优选的座位啊,办理值机选座,22,取消值机,取消值机
你快点开发票啊,申请及查询电子发票,40,申请及查询电子发票,配送行程单
不是我是想查询一下，你们，机票还没有订我准备订，查询一下，有一个二月五号的，二零二零年二月五号，福州福州，ｍｕ五五八八，,预订客票,4,查询航班动态,查询航班动态
您好能帮我查一下27号晚上七点钟从昆明长水机场飞无锡硕放机场还有票吗,预订客票,4,预订客票,预订客票或兑换积分
改机机票退票，,办理航班退票,3,办理航班退票,办理客票改期
请问接机的发票项目是开什么内容的，,申请及查询电子发票,40,申请及查询电子发票,配送行程单
想问一下这个，电动折叠电动车，可以托运吗？,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询特殊物品运输规定
我是想问一下就是说，肉可以办托运可以托运过去吗，办托运，,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
"我的身份证弄错了我要改签,身份证",修改客票或会员信息汇总,29,修改客票证件,办理客票改期
嗯我之前有团队退就是有有跟你们沟通了，退款的事情，我现在要跟你们确认，这样子，,办理航班退票,3,办理航班退票,办理团队业务
请问那个托运行李可以带菜刀托运吗？,咨询特殊物品运输规定,8,咨询特殊物品运输规定,咨询托运及非托运行李规定
重点旅客服务，,办理VIP旅客,86,人工服务,会员服务其他
目前能够从中国，有旅游护照能够从中国，飞往新西兰吗？,咨询乘机证件规定,32,咨询乘机证件规定,预订度假产品及酒店
嗯关于行程单的候补补票服务，,配送行程单,15,咨询候补登机,咨询候补登机
嗯就是看问一下有没有快速通道，,咨询登机口问题,56,咨询登机口问题,查询机场或营业部信息
我不会查下，ａｐｐ下不了，到底能不能起飞了，,查询航班动态,11,查询航班动态,办理网站业务
那个我已经值机了我想退款啊退票，,取消值机,36,取消值机,办理航班退票
请问曼德勒到昆明的机票还有没有，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
嗯退票，转人工服务，,人工服务,13,人工服务,办理航班退票
查询今天去北海的，下午MU5265航班,查询航班动态或预订客票,16,查询航班动态,查询航班动态
就是老老人他没有那个，智能手机还是以前老款的手机能能办理信用卡吗？,咨询银行联名卡业务,38,咨询银行联名卡业务,咨询新冠肺炎防控要求
我要改机票，国内，,修改客票或会员信息汇总,29,办理客票改期,办理客票改期
你好通过官网给家人订机票积分算我的吗？,查询积分累积标准,78,查询积分累积标准,兑换积分
他又发了一个信息给我说，MU2788，航班取消是明天的呃贵阳龙洞堡飞往南京禄口的，,办理客票改期,2,办理客票改期,查询航班动态
全包，退改退签，人工服务，,办理客票改期,2,办理客票改期,人工服务
就是我们有一个那个那个MU2891的一个航班然后我们就是改了改了两遍然后那个航班都被取消了我想问一下是怎么回事，,办理客票改期,2,办理客票改期,查询航班动态
我订的是在从昆明长水机场到这个，腾冲机场，给我改到芒市机场了，我不想这样做，能不能退啊，,办理客票改期,2,办理客票改期,办理航班退票
呃呃，去问的话，我自己把飞机票改期了，今天为啥，那个退票，,办理客票改期,2,办理航班退票,办理航班退票
嗯为什么，十一月份，由布里斯班飞回上海的航班都取消了，,查询航班动态或预订客票,16,查询航班动态,办理客票改期
嗯想问一下现在什么时候有加拿大多伦多飞回飞上海的国际机票，一张，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我想咨询一下就是小孩子自己乘飞机需要办理什么手续，,办理无成人陪伴儿童,18,办理无成人陪伴儿童,咨询乘机证件规定
那改成身份证，要不要出去一回吧，那便宜，,修改客票证件,44,修改客票或会员信息汇总,办理客票改期
就改期，改了吗，我看一下有没有成功，,验证电子客票,12,验证电子客票,办理客票改期
嗯看一下明天那个航班取消的事情，,办理客票改期,2,查询航班动态,查询航班动态
"哦我想咨询一下,我添加了,儿童票是往返的吗",验证电子客票,12,验证电子客票,预订客票
