text,intent,labelIndex,ERNIE(预训练模型),Bi-LSTM(非预训练模型)
嗯我想订一张机票是今年七月从纽约直飞上海浦东的飞机票，,预订客票或兑换积分,21,验证电子客票,预订客票或兑换积分
帮我查询一下，十七号常州到大连的飞机票，,预订客票或兑换积分,21,预订客票或验证电子客票,预订客票或兑换积分
请帮我查查为什么退票没有退成功，,办理航班退票,3,查询机票退款进度,办理航班退票
我想请问一下我的航班到底改成几点钟了，,查询航班动态,11,办理客票改期,查询航班动态
帮我查询一下，嗯购票，不是，我查，应该给我整忘了，那个发发，,验证电子客票,12,预订客票,预订客票
你好我要查一下那个儿童订票订好预订航班，,验证电子客票,12,预订客票,预订客票或兑换积分
我刚量了一下，这次我有一张机票是退票了，我只想确认一下退成功吗，因为我建议的飞机上面还看到他那，凌晨在上面，,验证电子客票,12,办理航班退票,办理航班退票
可以把购票信息发到我的邮箱里吗？,配送行程单,15,申请及查询电子发票,配送行程单
就是信息呢，到新西兰的，航空779航班还有吗？,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
你那个是你公公啊，有没有人啊，是真的啊，是那个，干嘛，我先问一下你，不是啊，现在不是呃，中国，不是东航，不是说了吗，呃就是现在从3月29号到5月2号，是每周一班，对不对啊，然后呢，呃，三月5月3号以后，我我现在的票是呃订的机票能能有什么变化吗？,查询航班动态,11,人工服务,办理客票改期
可以托运货物托运，,咨询货运相关问题,47,咨询托运及非托运行李规定,咨询托运及非托运行李规定
这个航班，汗，潘婷那个取消，我，我需要咨询客服，,人工服务,13,办理客票改期,办理客票改期
我下午要求寄行程单的，要求上面写个人,查询行程单邮寄进度,17,申请及查询电子发票,申请及查询电子发票
航班信息查不到，,验证电子客票,12,查询航班动态或预订客票,查询航班动态
英国到中国的，国际航班6月15号飞机的情况，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
我想问一下东航最近什么时候开始放票，,预订客票,4,查询航班动态或预订客票,预订客票
我想办理esa,办理服务犬,82,办理值机选座,办理值机选座
我订的机票是二十一号的，到成都的，怎么钱交了没有信息啊，,验证电子客票,12,预订客票,验证电子客票
那个超重怎么收费的，做乘坐飞机，,咨询新冠肺炎防控要求,0,办理航班退票,办理航班退票
喂你好我需要开一张那个发票用于报销机票的发票用于报销，请问要怎么操作呢，,申请及查询电子发票,40,配送行程单,配送行程单
那个呃退票的时候，出现这个，您已值机，然后没法在线上，退票怎么办呢这个，,办理航班退票,3,取消值机,办理航班退票
嗯我收到简讯叫我打过来却确认我的机票，,办理值机选座,22,验证电子客票,验证电子客票
我想问一下，去西安最早的航班是几点，,预订客票或兑换积分,21,查询航班动态或预订客票,查询航班动态或预订客票
看一下我今天改签的航班号给我发过来这个短信可以吗？,办理客票改期,2,验证电子客票,验证电子客票
我是，我买了6月7号贵阳到中山机场的飞机票，为什么今天发信息来说取消了，,办理客票改期,2,查询航班动态,办理客票改期
啊你好麻烦查一下我的卡的类别，,查询会员等级,88,查询会员卡卡号,查询会员卡卡号
嗯我要转国内机票预订，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我，机票的乘机人信息错误，错了，,修改客票证件,44,修改客票或会员信息汇总,修改客票或会员信息汇总
航班取消了钱有没有退给我,办理航班退票,3,查询机票退款进度,查询机票退款进度
国内机票公务票预订，,预订客票或兑换积分,21,预订客票,预订客票
我有一张，open票，,关联客票,90,办理客票改期,办理客票改期
我现在用积分再买机票机票但是呢，我钱包被冻结了，我请问一下怎么能怎么才能买到机票呢，,咨询东航钱包问题,71,兑换积分,兑换积分
嗯我想更改一下我的账号上面的一个姓名，,修改客票或会员信息汇总,29,修改会员资料,修改会员资料
给我发票,申请及查询电子发票,40,配送行程单,申请及查询电子发票
唉我订那个票我能能不能在机场那里开发票呀，,配送行程单,15,查询机场或营业部信息,配送行程单
我要球，人工服务，我要退票咨询点事情，,办理航班退票,3,人工服务,人工服务
积分修改，嗯不是说错了，,会员服务其他,28,修改会员资料,咨询积分过期问题
嗯我今天在订机票但是你们的网站好像有问题，钱汇不出去，,预订客票或兑换积分,21,预订客票,办理网站业务
你看我这个航班，,查询航班动态,11,办理客票改期,查询航班动态或预订客票
我想问一下北京到温哥华的机票事宜，,验证电子客票,12,预订客票或兑换积分,查询航班动态或预订客票
注册手机号，,注册会员,35,修改会员资料,修改会员资料
我取消不了小朋友的。你帮我们两直接重新选座可以吗?,办理值机选座,22,取消值机,办理值机选座
保险理嗯，管内，机票改期，,咨询保险业务,66,办理客票改期,办理客票改期
呃咨询，里程，,会员服务其他,28,查询积分,查询积分
你好，陈孝志是我的儿子，为什么我一直订的机票，我儿子的，被取消掉了，,查询航班动态,11,办理客票改期,办理客票改期
我需要办理的业务是我退的，钱还是退到卡里吗，退票之后钱啥时候退掉的，,办理航班退票,3,查询机票退款进度,办理航班退票
嗯怎么没申请退票，,办理航班退票,3,查询机票退款进度,办理航班退票
请问我我们订的是7月29号的航班从匈牙利回上海的，轻压力不打，贝斯回上海的这个航班开吗？,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
东方航空二七八三下午十七点三十分的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
我收到信息说是给我把航班更改成FM9338，,办理客票改期,2,验证电子客票,办理客票改期
嗯我想确认退票信息，,验证电子客票,12,查询机票退款进度,办理航班退票
你好我问一下，2020年6月4号的那个MU552航班还有没有，,预订客票,4,查询航班动态,查询航班动态
这张机票是否在退款中，,验证电子客票,12,办理航班退票,查询机票退款进度
我想咨询国际航班，入境问题，,咨询货运相关问题,47,咨询新冠肺炎防控要求,咨询新冠肺炎防控要求
我想查询一下呃，从日本飞中国的航班东航现在有哪些航班在飞，,查询航班动态或预订客票,16,预订客票,查询航班动态或预订客票
刚刚给了，南昌到拉萨的一张那个两张机票那个什么时候能够出票，,预订客票,4,验证电子客票,预订客票
我想查询一下，嗯，曼彻斯特飞曼城飞昆明的航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
想问一下什么时候能飞，马尼拉，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
这个航班的话，是每一天，固定起飞的吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
因我查询一下，昆明长水机场，嗯四号十二点飞上海，长安长安，长虹起飞机场的那个，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
呃我咨询，改分，呃就是说改签日期确定一下有没有改好，,办理客票改期,2,验证电子客票,办理客票改期
没有谢谢，就是说确定航班班次，,办理值机选座,22,验证电子客票,查询航班动态
我的航班被取消了我需要接那个人工，,人工服务,13,办理客票改期,人工服务
是哪一期，我查一下登机口，,查询航站楼信息,51,咨询登机口问题,咨询登机口问题
我的手机号码，发生了你改变，我想问一下我怎么样去，在你们的系统里去，更改我的手机号码，,修改客票或会员信息汇总,29,修改会员资料,修改客票或会员信息汇总
我在二十六号去香港的机票，现在这个情况，香港能进去吗？,查询航班动态,11,验证电子客票,预订客票
嗯我要查询，行，我订的航班，,查询航班动态,11,验证电子客票,查询航班动态
然后在国际预订国内预订，,预订客票或兑换积分,21,预订客票,预订客票或兑换积分
我的身份证号码被其他陌生号码绑定注册东方航空会员，,修改会员资料,14,注册会员,注册会员
我刚刚收到那个信息，说你们的那个机票6月29号的机票，又取消了，对不对，,查询航班动态,11,办理客票改期,办理客票改期
我问你一下子还有什么时间飞往长春的几点钟的，什么日期，有，,查询航班动态,11,预订客票,查询航班动态
对我想问一下我订的那个从那个吐鲁番交河机场到南京的，是是，12月12号下午14点40的那个飞机，我吃的，返程她说取消了我想问一下，这是啥情况，,查询航班动态,11,办理客票改期,查询航班动态
这个货物托运，,咨询货运相关问题,47,咨询托运及非托运行李规定,咨询托运及非托运行李规定
帮我转两张，集团国内，退改签，,办理集团客户业务,75,办理客票改期,办理集团客户业务
就是我买的票啊呃那个登机牌上面没有这个金额但是我回来报账怎么办呢，没有啊，,配送行程单,15,咨询登机牌问题,配送行程单
21号申请的事情退票为什么现在还没有把费用退还回来，,办理航班退票,3,查询机票退款进度,查询机票退款进度
五号，可以有，飞机可以回来吗？,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
嗯办理无陪伴儿童的登机手续，,办理值机选座,22,办理无成人陪伴儿童,办理无成人陪伴儿童
你好我想我想问一下啊，我们从南宁过来，昆明这一边的，那天二十九号我们的行李来到这边的，那个行李箱，我们是一个团队，一五，五六个行李箱就被破坏了，两个是怎么样现在是怎么处理，,投诉,50,咨询托运及非托运行李规定,投诉
转人工台，我要改签机票，,人工服务,13,办理客票改期,办理客票改期
呃确认改期，,验证电子客票,12,办理客票改期,办理客票改期
是的，查，英国希斯罗t2，,查询航站楼信息,51,查询航班动态,查询航班动态
我这主要是，查查这个票退回来了吗，现在旅行社扣我的钱了，,办理航班退票,3,查询机票退款进度,验证电子客票
我想那个退票我已经退了两天了也到现在也退不了是什么原因，,办理航班退票,3,查询机票退款进度,办理航班退票
你好我有一张我一共买了两张票但是有一张票到现在没有退只退给了我一张票，不知道是什么原因,查询机票退款进度,6,办理航班退票,办理航班退票
嗯我想问一下，4月4号，菲律宾，能不能飞往上海，,查询航班动态或预订客票,16,查询航班动态,查询航班动态
诶我想查一下5月13号MU538呃航班上，客票号7812405394327这张票正常吗？,查询航班动态,11,验证电子客票,验证电子客票
查星期天从兰州到成都的呃机票，,预订客票或验证电子客票,45,预订客票或兑换积分,预订客票或兑换积分
我想问，嗯，关于航班取消的事情，,办理客票改期,2,查询航班动态,办理客票改期
中国东方航空买飞机票给一张多少，,预订客票或兑换积分,21,预订客票,预订客票
嗯我想办一下同行人受益人的值机用我的积分可以吗，,办理值机选座,22,兑换积分,咨询受益人问题
请问六月份有票没有,预订客票或兑换积分,21,预订客票,预订客票
嗯我是想那个我因为我我刚才跟你说了，因为我，飞机飞机，他妈的，那个挺飞了，不是嘛，停飞了他又给我改签了给我改签到九点零五的，到了，九点零五这个航班，我下午已经重新买了一遍了，退款怎么退款呢，,办理航班退票,3,查询航班动态,办理航班退票
服务吗，四月4月16号去上海虹桥飞往潮汕的，,查询航班动态或预订客票,16,特殊服务汇总,查询航班动态或预订客票
我乘民航局的官网上面看到，从6月8号起，上海暂停，作为第一，入境，点了，那我想知道我的航班的，第一，入境，点是哪里，后续是怎么安排的，,办理客票改期,2,查询航班动态,办理客票改期
您好我想查一下6月5号的兰州到青岛的那趟航班信息，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
最近国内机国际机票，,修改客票或会员信息汇总,29,人工服务,预订客票或兑换积分
嗯那个问一下就是我们那个改时间的航班已经改时间了，,查询航班动态,11,办理客票改期,办理客票改期
嗯，新浪做支架的人可以做，嗯航班吗？,咨询特殊物品运输规定,8,办理患病旅客,咨询新冠肺炎防控要求
我要查询，昆明机场到昭通，机场的票为什么没发给我，,查询航班动态,11,验证电子客票,验证电子客票
呃不是我是想问一下，甬港到虹桥机场，是否明天会给慧慧就是有没有就是有没有就是航班，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
您好，我没太记住呀，这个你就说一下我刚刚问的这个，可以还是不可以，,人工服务,13,重复,修改客票或会员信息汇总
找客服找客服找客服，还有一些，怎么，怎么回事啊，机场怎么订的，那么远，,人工服务,13,预订客票或兑换积分,人工服务
我退票的那个什么时候给处理，,查询机票退款进度,6,办理航班退票,查询机票退款进度
请问一下我那个改签那个费用，我订了那个费用然后我就支付那个改签的费用呢，我订的那个费用退不退，,办理航班退票,3,办理客票改期,办理航班退票
我想查一下，西安飞井冈山的飞机什么时候开通，,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
嗯我要那个换票的邮箱，东方航空的换票，邮箱，,办理网站业务,23,配送行程单,配送行程单
嗯你好我在你们的app上面就是呃呃进去哦它说我的姓名啊，真实姓名啊，嗯不匹配，这是怎么回事，,办理网站业务,23,修改会员资料,办理网站业务
嗯机号码就是写留错了号码可以更改吗,修改会员资料,14,修改客票联系方式,修改客票或会员信息汇总
你好我问一下，从喀什坐飞机都需要去从喀什坐飞机去乌鲁木齐都需要什么相关手续资料，,咨询乘机规定,59,咨询乘机证件规定,咨询乘机规定
行李托运可不可以带，生肉，,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询特殊物品运输规定
嗯请问一下子我这个订了一个呃，十二月二十九号的，一个东航ｍｕ五六一六，这个航班，因为大部分天气给，延误了，现在就说，我是从哈尔滨到乌鲁木齐的现在因为这个延误的话，我们做，,办理客票改期,2,办理航班退票,办理客票改期
哎你好呃我订了啊，三月十号从温哥华出发去武汉，三月二十三号从武汉出发回温哥华的机票我就想问一下，三月十号的，航班都取消了，没有，,查询航班动态,11,办理客票改期,查询航班动态
帮我查一下洛杉矶到广州有没有看有没有票，现在，东航上，马威，,预订客票,4,验证电子客票,预订客票
"诶你好我这个,加,护照号",修改会员资料,14,修改客票或会员信息汇总,修改客票或会员信息汇总
办理登机牌，那改，ｏｋａｙｏｋａｙ，哦，这七张啊，我半懂，我就帮你办过改签啊，改期改期改期，期一，啊，,办理值机选座,22,办理客票改期,办理客票改期
我的航班因为呃，去这个一行，安取消了，那个钱是不是自动退回我，,办理客票改期,2,办理航班退票,办理航班退票
查询2020年6月23号的东航航班,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
呃浦东机场有两个那个窗口，t1是不是一号窗口，,查询航站楼信息,51,查询机场或营业部信息,查询航站楼信息
不是我是要值机改签，,办理值机选座,22,办理客票改期,办理客票改期
飞机报销发票,申请及查询电子发票,40,配送行程单,申请及查询电子发票
哎你好我是预订的那个是4月4号下午一点从南京飞南宁的呃飞机，我上面怎么显示什么已取消是什么意思啊，,办理客票改期,2,查询航班动态,查询航班动态
"转人工,第一张机票",预订客票,4,人工服务,人工服务
我那票航空公司给我取消了，,办理航班退票,3,办理客票改期,办理客票改期
嗯查询国际航班的情况，,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
不是是座位公务舱，,办理客票升舱,72,办理客票改期,办理客票升舱
嗯你好我需要会员卡，人工服务，,注册会员,35,会员服务其他,人工服务
我订连云港到咸阳的机票，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
飞机托运可以带新鲜的肉吗？,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询托运及非托运行李规定
嗯从芝加哥到上海浦东的机票最近有没有，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
航班受天气影响，时间调整，,办理客票改期,2,查询航班动态,办理客票改期
我要确认一下那个儿童坐飞机需要怎么办理那个票的呀，,预订客票,4,咨询乘机证件规定,咨询乘机规定
我昨天把帽子掉在机舱了，能拿得到吗,查询机场或营业部信息,24,查询遗失物品,查询遗失物品
你帮我查一下那个呃，二零二零年，那个，二月二号的那个飞机票我买的那个飞机票不是退票啊它怎么那个钱还没有退过来呢，,办理航班退票,3,查询机票退款进度,查询机票退款进度
嗯一订一张从美国洛杉矶飞昆明长水机场的机票，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我需要发票应该怎么打发票,申请及查询电子发票,40,配送行程单,配送行程单
"你好,刚买了一张周四8月2日广州至台北的机票,证件是“往来台湾通行证”,也填了证件号,但不知是否选错成了护照",验证电子客票,12,修改客票证件,验证电子客票
我有一张，open票怎么办，,关联客票,90,办理客票改期,办理客票改期
我的飞机改签了我怎么办值机，,办理客票改期,2,办理值机选座,办理客票改期
我想订4月30号六点半的宁波到大连的飞机，但是我六点到来不来得及，,查询航班动态或预订客票,16,预订客票或兑换积分,修改客票联系方式
你好我想查询一下那个就是购机的那个就是发票报销发票什么时候邮寄给我们，,查询行程单邮寄进度,17,配送行程单,配送行程单
请问现在有没有从英国伦敦起飞到我们中国成都的机票，,预订客票或兑换积分,21,预订客票,预订客票
查机票是否改签退换，,验证电子客票,12,办理客票改期,办理客票改期
我从宁波回来的行程单，寄出了吗,申请及查询电子发票,40,查询行程单邮寄进度,查询行程单邮寄进度
你帮我查一下4月4号法兰克福到上海的那个直达飞机的馀票，,预订客票或兑换积分,21,预订客票,预订客票
想查一下，我买了，11月2号晚上的票，是不是正正，改签啊，,办理客票改期,2,验证电子客票,办理客票改期
我想问一下下，七月份，墨尔本飞上海，,预订客票,4,查询航班动态或预订客票,查询航班动态或预订客票
我想问一下，今天就是晚上十一点到西安的班机会不会延误，延期，,办理客票改期,2,查询航班动态,查询航班动态
啊，大点的话，你是你们东方东方航空公司，支持电子登机牌吗？,办理值机选座,22,咨询登机牌问题,咨询登机牌问题
查询机票，我的票怎么改签了，,验证电子客票,12,办理客票改期,办理客票改期
嗯请帮我查一下，国内到萨格勒布，的航班，,预订客票,4,查询航班动态或预订客票,查询航班动态
我想问我那个订今天早上那个南京到哈尔滨那个飞机票航班航班取消了呢，,办理客票改期,2,查询航班动态,办理客票改期
喂你好我想查询一下MU570航班从巴黎飞上海的航班,查询航班动态,11,查询航班动态或预订客票,查询航班动态或预订客票
一天，期间坐飞机大概需要多长时间，办值机，,办理值机选座,22,咨询乘机时限,办理值机选座
就是我那个身份证啊买的这个票，有一个字是错的，,修改客票或会员信息汇总,29,修改客票姓名,修改客票姓名
发票预计起飞费，,配送行程单,15,申请及查询电子发票,申请及查询电子发票
我不买机票，我要让你，取消我的会员卡，,会员服务其他,28,注销会员,注销会员
放屁了你，我有一张机票已经申请退票了，麻烦看一下，,办理航班退票,3,查询机票退款进度,办理航班退票
要等多久，退票，嗯嗯，先到账呢，,办理航班退票,3,查询机票退款进度,查询机票退款进度
"喂你好我需要那个,嗯,行李就是飞机的订单,就是电子版的",申请及查询电子发票,40,配送行程单,申请及查询电子发票
我忘了在机场打印行程单，有什么办法呢,配送行程单,15,申请及查询电子发票,配送行程单
查一下今天早上七点钟从西安咸阳飞拉萨的飞航班有没有到啊，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
你好我想问一下，我们买的团购票，可不可以改签日期，,办理客票改期,2,办理团队业务,办理客票改期
您好我这个机票已那个取消了怎么取消啊,办理航班退票,3,办理客票改期,办理航班退票
你麻烦你转人工服务我想订票啊，,预订客票,4,预订客票或兑换积分,人工服务
"需要乘坐,比格,行程单座位,猫咪,单纯那个十八号,做,嗯十九号九号嗯1月17号才可以选,嗯",办理值机选座,22,办理小动物运输,办理小动物运输
我要意见反馈，,人工服务,13,投诉,投诉
咨询航空，嗯，近期的呃航空票，从美国到中国国内的航空，嗯信息，,预订客票或兑换积分,21,查询航班动态或预订客票,预订客票
"呃就是我那个机票给我那个身份证,对不起错了一个字,要改签",修改客票姓名,27,修改客票证件,修改客票姓名
你帮我查询一下我的订单，10月7号的上海飞往济南的机票有没有退票成功，,验证电子客票,12,办理航班退票,办理航班退票
我想查六月份名古屋到西安的机票，,预订客票或兑换积分,21,预订客票或验证电子客票,预订客票或兑换积分
"推荐,不知道,哎你好我订的就是,曼德勒,呃喂昆明的,我们总共五个人嘛,就是说今天9点20分,呃,昆明飞,盼的了,其中有一个刘福奇的那个护照号码少了一个数字,少了一个数字",修改客票证件,44,修改客票姓名,修改客票证件
"我要查询我那个群,广州,从西安到广州的机票",预订客票,4,验证电子客票,预订客票
嗯，己机，,办理值机选座,22,办理客票改期,查询航班动态
啊你好我想问一下就是我原订的5月31号15点35的航班，他现在突然告诉我，延迟到18点40，就是那一班取消了还是什么意思，,办理客票改期,2,查询航班动态,办理客票改期
查询一下，十一点钟到到和田的飞机，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
嗯买过机票了，咨询一下相关的，,修改客票或会员信息汇总,29,验证电子客票,验证电子客票
你好我昨天订了一张机票那是因为你们航空公司的原因这班航空取消了那为什么还要收我四十块钱的保险费呢，,办理航班退票,3,咨询保险业务,咨询保险业务
怎么取消优选的座位啊,办理值机选座,22,取消值机,取消值机
你帮我转那个开票的开那个退票的那个，,申请及查询电子发票,40,办理航班退票,申请及查询电子发票
不正常，行期改退票，,办理客票改期,2,办理航班退票,办理客票改期
不是我是想查询一下，你们，机票还没有订我准备订，查询一下，有一个二月五号的，二零二零年二月五号，福州福州，ｍｕ五五八八，,预订客票,4,查询航班动态,查询航班动态
想问一下这个，电动折叠电动车，可以托运吗？,咨询托运及非托运行李规定,33,咨询特殊物品运输规定,咨询特殊物品运输规定
"我的身份证弄错了我要改签,身份证",修改客票或会员信息汇总,29,修改客票证件,办理客票改期
机票行程单能不能发给我,配送行程单,15,申请及查询电子发票,配送行程单
卡到期了，,咨询银行联名卡业务,38,会员服务其他,咨询银行联名卡业务
我想查一下呃，我订的这个航班呃有没有，我们的名字，,验证电子客票,12,修改客票姓名,验证电子客票
重点旅客服务，,办理VIP旅客,86,人工服务,会员服务其他
嗯关于行程单的候补补票服务，,配送行程单,15,咨询候补登机,咨询候补登机
我想问一下今晚上从邯郸飞往这个上海浦东的机票ｍｕ五四一八，取消了航班，,查询航班动态,11,办理客票改期,查询航班动态
我想问一下我要退签机票退的，这个价位怎么这么少，,办理航班退票,3,办理客票改期,办理航班退票
请问曼德勒到昆明的机票还有没有，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
查询今天去北海的，下午MU5265航班,查询航班动态或预订客票,16,查询航班动态,查询航班动态
我要改机票，国内，,修改客票或会员信息汇总,29,办理客票改期,办理客票改期
航班信息查询，谢谢，,查询航班动态,11,查询航班动态或预订客票,查询航班动态
你好我是二十七号的飞机，现在等信息通知我，呃给我改签到二二十九号晚上了，我能不能，嗯是因为什么原因呢，,办理客票改期,2,查询航班动态,办理客票改期
呃呃，去问的话，我自己把飞机票改期了，今天为啥，那个退票，,办理客票改期,2,办理航班退票,办理航班退票
嗯为什么，十一月份，由布里斯班飞回上海的航班都取消了，,查询航班动态或预订客票,16,查询航班动态,办理客票改期
嗯想问一下现在什么时候有加拿大多伦多飞回飞上海的国际机票，一张，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我需要接订票服务的，人工服务，谢谢，,人工服务,13,预订客票或兑换积分,人工服务
那改成身份证，要不要出去一回吧，那便宜，,修改客票证件,44,修改客票或会员信息汇总,办理客票改期
嗯看一下明天那个航班取消的事情，,办理客票改期,2,查询航班动态,查询航班动态
托运红酒可以托运多少，,咨询特殊物品运输规定,8,咨询托运及非托运行李规定,咨询特殊物品运输规定
那会员相关问题，人工咨询，,人工服务,13,会员服务其他,人工服务
健康健康，申请嗯申请健康卡，,咨询新冠肺炎防控要求,0,申请健康申明,申请健康申明
你帮帮我看酒店能上飞机吗？,咨询特殊物品运输规定,8,预订度假产品及酒店,预订度假产品及酒店
你好请问九点四十至十三点到西双版纳的航班有吗，揭阳市潮汕机场至西双版纳，,查询航班动态或预订客票,16,预订客票,查询航班动态
那个，你帮我看一下那个新票吧，,验证电子客票,12,预订客票,查询航班动态或预订客票
查明天南京飞往西双版纳的机票，,预订客票或兑换积分,21,预订客票或验证电子客票,查询航班动态或预订客票
你好请问你一下，嗯现在是预订期间的，乘飞机需要自己带上健康证明吗？,咨询新冠肺炎防控要求,0,申请健康申明,咨询新冠肺炎防控要求
哎你好我想问问最近有没有飞机飞到意大利的中转的，,预订客票,4,咨询中转相关问题,咨询中转相关问题
嗯，目前ａｐｐ显示退呃退票操作中，,查询机票退款进度,6,办理航班退票,办理航班退票
我的机票是上海到法国巴黎八，巴黎到佛罗伦萨，的是6月9号，现在，航班还正常吗？,验证电子客票,12,查询航班动态,查询航班动态
啊你好我在东航东方航空订了那个嗯机票我这边怎么打印，,办理值机选座,22,配送行程单,配送行程单
官网客服,办理网站业务,23,人工服务,办理网站业务
行李接你的主人，,咨询托运及非托运行李规定,33,人工服务,人工服务
"你们那个官网,我一直登录不上去提示密码错误",办理网站业务,23,修改会员密码,办理网站业务
增加订票，,预订客票或兑换积分,21,预订客票,预订客票
你好我想问一下这个行程单在哪个机场都能打吗？,配送行程单,15,查询机场或营业部信息,查询机场或营业部信息
诶你好有一个航班买了之后，出行的时候发现，航班时间有变动，,查询航班动态,11,办理客票改期,办理客票改期
我要预定东方航空公司的机票，,预订客票,4,预订客票或兑换积分,预订客票或兑换积分
我先输入成人的信息，系统显示没有此人行程信息,验证电子客票,12,办理网站业务,验证电子客票
我刚刚兑换了里程，请问怎么查询,验证电子客票,12,兑换积分,查询积分
你好我想把我的飞机票，可以挂一年吗？,关联客票,90,办理客票改期,办理客票改期
我想问我那个换的那个机票那个，本来是买的十二号的票十二号上午九点的，她现在他跟我说是，防一防，一起改改成十四号，但是我十四号，他发了两个短信给我，我买了三张只发了两个人的短信给我，还有一个人的短信没，没收到，我不知道这个是我们要怎么样做，,办理客票改期,2,办理航班退票,办理客票改期
会有机票有机票，我看今天好像有一个通知，好像十六号开始停飞了是吧，,办理客票改期,2,查询航班动态,查询航班动态
查一下现在机票预订情况，,验证电子客票,12,预订客票或兑换积分,验证电子客票
请问一下我原订的是5月11号，6点40，呃就是十八四十五这一趟嗯航班嗯给我发信息说取消了我问一下是咋回事，,办理客票改期,2,查询航班动态,查询航班动态
想查一下航班信息和托运行李的规定，,咨询托运及非托运行李规定,33,查询航班动态或预订客票,咨询托运及非托运行李规定
你好我想查一下我的航班5月14号的航班，,查询航班动态或预订客票,16,查询航班动态,查询航班动态或预订客票
好你好我想问一下，我知道，我我订的4月10号的下午的3点25的那趟航班是改签了是吗？,查询航班动态,11,办理客票改期,办理客票改期
